1448,10/04/2019 12:54,Supervisor,LST12,Q,Q,Q,GeoExploration,Oxide3phase,27,,0,,0,,0,2.0762,1.828,5.6743,0.6451,26.9578,0.675,0.089,0.0316,1.334,0.0506,0.0967,0.0322,2.7093,0.0447,7.7237,0.0645,0.2465,0.0127,< LOD,0.0183,< LOD,0.007,0.0185,0.0082,2.0815,0.0502,< LOD,0.0071,< LOD,0.0014,< LOD,0.001,0.0015,0.0009,< LOD,0.001,< LOD,0.0009,< LOD,0.0004,0.0071,0.0012,0.0195,0.0023,0.0024,0.0014,0.0107,0.0026,< LOD,0.0036,< LOD,0.0024,< LOD,0.0025,< LOD,0.0032,< LOD,0.0019,< LOD,0.0042,< LOD,0.0091,< LOD,0.0027,0.017,0.0142,< LOD,0.0281,< LOD,0.0313,< LOD,0.0391,< LOD,0.0042,< LOD,0.0075,< LOD,0.0035,< LOD,0.0013,< LOD,0.0012,0.0023,0.0016,< LOD,0.002,< LOD,0.0017,< LOD,0.003,Passed,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P,P Err,S,S Err,Cl,Cl Err,K2O,K2O Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ga,Ga Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Rh,Rh Err,Pd,Pd Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Te,Te Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Au,Au Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Cal Check,,
1449,10/04/2019 12:55,Supervisor,LST12,Q,Q,Q,GeoExploration,Oxide3phase,27,,0,,0,,0,2.2966,1.7737,5.5796,0.6463,25.2134,0.657,0.0709,0.0333,1.3495,0.0516,0.1483,0.0338,2.6934,0.0446,8.9947,0.0698,0.2582,0.013,< LOD,0.0216,< LOD,0.008,0.0241,0.0091,2.1522,0.0519,< LOD,0.0071,< LOD,0.0012,< LOD,0.001,0.002,0.001,< LOD,0.001,0.0009,0.0008,< LOD,0.0004,0.0067,0.0012,0.0193,0.0024,0.0023,0.0013,0.0114,0.0026,< LOD,0.0035,< LOD,0.0025,< LOD,0.0025,< LOD,0.0033,< LOD,0.0024,< LOD,0.0019,< LOD,0.0043,< LOD,0.0091,< LOD,0.0026,< LOD,0.0138,< LOD,0.027,< LOD,0.0307,< LOD,0.032,< LOD,0.0048,< LOD,0.0076,< LOD,0.0034,< LOD,0.0013,< LOD,0.0014,< LOD,0.0018,< LOD,0.0023,< LOD,0.0022,< LOD,0.0034,Passed,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P,P Err,S,S Err,Cl,Cl Err,K2O,K2O Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ga,Ga Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Rh,Rh Err,Pd,Pd Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Te,Te Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Cal Check,,,,,,
1450,10/04/2019 12:56,Supervisor,LST12,Q,Q,Q,GeoExploration,Oxide3phase,27,,0,,0,,0,2.8521,1.9435,5.457,0.6484,25.1364,0.6551,0.0586,0.0339,1.4325,0.053,0.1383,0.0335,2.4946,0.0429,9.9988,0.0735,0.2358,0.0127,< LOD,0.0201,0.0099,0.0081,0.0289,0.0091,1.9267,0.0496,< LOD,0.0069,< LOD,0.0013,< LOD,0.001,0.0013,0.0009,< LOD,0.001,< LOD,0.0006,< LOD,0.0005,0.0063,0.0011,0.0187,0.0023,0.0015,0.0013,0.0127,0.0027,< LOD,0.0036,< LOD,0.0024,< LOD,0.0025,0.0034,0.0034,< LOD,0.0018,< LOD,0.004,< LOD,0.0097,< LOD,0.0026,0.0163,0.0132,< LOD,0.0272,< LOD,0.0297,< LOD,0.0388,< LOD,0.0042,< LOD,0.0075,< LOD,0.0016,< LOD,0.001,< LOD,0.0015,< LOD,0.0014,< LOD,0.0018,< LOD,0.0034,Passed,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P,P Err,S,S Err,Cl,Cl Err,K2O,K2O Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ga,Ga Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Rh,Rh Err,Pd,Pd Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Te,Te Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Pt,Pt Err,Au,Au Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Cal Check
1451,10/04/2019 12:56,Supervisor,LST12,Q,Q,Q,GeoExploration,Oxide3phase,27,,0,,0,,0,1.9004,1.855,6.0962,0.6703,27.0832,0.6834,0.0766,0.0363,1.2225,0.0504,0.1642,0.0343,2.6868,0.0448,11.4198,0.0793,0.2451,0.013,< LOD,0.0201,< LOD,0.0087,0.0217,0.0092,2.0245,0.0515,< LOD,0.0072,< LOD,0.0015,< LOD,0.0013,0.0018,0.0011,< LOD,0.0011,< LOD,0.0009,< LOD,0.0004,0.0047,0.0011,0.0151,0.0021,0.0014,0.0012,0.0125,0.0025,< LOD,0.0033,< LOD,0.0024,< LOD,0.0025,< LOD,0.0033,< LOD,0.0024,< LOD,0.0021,< LOD,0.0044,< LOD,0.0093,< LOD,0.0028,< LOD,0.0136,< LOD,0.0308,< LOD,0.0329,< LOD,0.0297,< LOD,0.0037,< LOD,0.0082,< LOD,0.0024,< LOD,0.0031,< LOD,0.0014,< LOD,0.001,< LOD,0.0019,< LOD,0.0016,< LOD,0.0019,< LOD,0.0031,Passed
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P,P Err,S,S Err,Cl,Cl Err,K2O,K2O Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ga,Ga Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Rh,Rh Err,Pd,Pd Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Te,Te Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Cal Check,,,,
1452,10/04/2019 12:57,Supervisor,LST12,Q,Q,Q,GeoExploration,Oxide3phase,27,,0,,0,,0,2.7948,1.8961,4.4681,0.6083,22.1487,0.611,0.0702,0.0341,0.8159,0.0427,< LOD,0.0306,2.1789,0.0397,10.6795,0.0756,0.1841,0.0117,< LOD,0.0171,< LOD,0.0075,0.054,0.012,1.6562,0.0461,< LOD,0.0062,< LOD,0.0018,< LOD,0.0013,0.0016,0.0012,< LOD,0.0013,0.001,0.001,< LOD,0.0003,0.0052,0.0012,0.0083,0.0016,0.0019,0.0013,0.0098,0.0023,< LOD,0.0031,< LOD,0.0022,< LOD,0.0023,< LOD,0.0029,< LOD,0.0029,< LOD,0.0023,< LOD,0.0051,< LOD,0.0085,< LOD,0.0032,< LOD,0.0166,< LOD,0.0327,< LOD,0.04,< LOD,0.0325,< LOD,0.0041,< LOD,0.009,< LOD,0.001,< LOD,0.0013,< LOD,0.0018,< LOD,0.0023,< LOD,0.0016,< LOD,0.0031,Passed,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P,P Err,S,S Err,Cl,Cl Err,K2O,K2O Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ga,Ga Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Rh,Rh Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Te,Te Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Au,Au Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Cal Check,,,,
1453,10/04/2019 12:59,Supervisor,LST12,Q,Q,Q,GeoExploration,Oxide3phase,27,,0,,0,,0,2.2569,1.6701,4.6131,0.5965,25.7684,0.6525,0.0315,0.0248,1.691,0.0549,0.158,0.0331,2.7009,0.044,3.8715,0.0455,0.2351,0.0121,< LOD,0.0176,< LOD,0.0069,0.0187,0.008,1.4537,0.0401,< LOD,0.0058,< LOD,0.0015,0.0014,0.001,< LOD,0.0008,< LOD,0.0011,0.0009,0.0008,< LOD,0.0004,0.0061,0.0011,0.0115,0.0019,< LOD,0.0013,0.0076,0.0025,< LOD,0.0036,< LOD,0.0026,< LOD,0.0026,< LOD,0.0022,< LOD,0.0017,< LOD,0.0038,< LOD,0.0095,< LOD,0.0024,0.0226,0.0143,< LOD,0.0245,< LOD,0.0282,< LOD,0.0423,< LOD,0.0047,< LOD,0.008,< LOD,0.0037,< LOD,0.0017,< LOD,0.0014,< LOD,0.0015,< LOD,0.0023,< LOD,0.0019,< LOD,0.0037,Passed,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P,P Err,S,S Err,Cl,Cl Err,K2O,K2O Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ga,Ga Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Rh,Rh Err,Pd,Pd Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Te,Te Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Cal Check,,,,,,
1454,10/04/2019 13:00,Supervisor,LST12,Q,Q,Q,GeoExploration,Oxide3phase,27,,0,,0,,0,1.7548,1.612,2.7891,0.5139,16.8406,0.5226,< LOD,0.0238,1.5172,0.052,0.6885,0.042,1.7283,0.035,4.7117,0.0496,0.1822,0.0112,< LOD,0.0162,< LOD,0.0065,0.008,0.0067,1.6272,0.0431,< LOD,0.0063,< LOD,0.0014,0.001,0.0009,0.0012,0.0007,< LOD,0.001,< LOD,0.0007,< LOD,0.0002,0.0048,0.0009,0.0185,0.0024,0.0013,0.0013,0.0081,0.0028,< LOD,0.0036,< LOD,0.0027,< LOD,0.0025,0.0053,0.0035,< LOD,0.0017,< LOD,0.0039,< LOD,0.0092,< LOD,0.0023,< LOD,0.0134,< LOD,0.0238,< LOD,0.0277,< LOD,0.0371,< LOD,0.0038,< LOD,0.0074,< LOD,0.0008,< LOD,0.0007,0.002,0.0013,< LOD,0.0025,< LOD,0.002,< LOD,0.0043,Passed,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P,P Err,S,S Err,Cl,Cl Err,K2O,K2O Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ga,Ga Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Rh,Rh Err,Pd,Pd Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Te,Te Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Cal Check,,,,
1455,10/04/2019 13:01,Supervisor,LST12,Q,Q,Q,GeoExploration,Oxide3phase,27,,0,,0,,0,< LOD,1.6636,2.0515,0.4949,14.1358,0.4858,0.0438,0.0293,2.3536,0.064,0.6739,0.0426,1.5687,0.0334,7.6716,0.0633,0.1254,0.0108,< LOD,0.0149,< LOD,0.007,< LOD,0.0064,1.2017,0.0385,< LOD,0.0056,< LOD,0.0015,0.0011,0.0008,0.001,0.0007,< LOD,0.0009,0.0012,0.0008,< LOD,0.0005,0.0041,0.0009,0.0308,0.0031,< LOD,0.0014,< LOD,0.0027,< LOD,0.004,< LOD,0.003,< LOD,0.0027,< LOD,0.0037,< LOD,0.0022,< LOD,0.0016,< LOD,0.0036,< LOD,0.0099,< LOD,0.0021,< LOD,0.0113,< LOD,0.0211,< LOD,0.0263,< LOD,0.037,< LOD,0.0038,< LOD,0.0074,< LOD,0.0011,< LOD,0.0012,< LOD,0.0016,< LOD,0.0024,< LOD,0.0024,< LOD,0.0044,Passed,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P,P Err,S,S Err,Cl,Cl Err,K2O,K2O Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ga,Ga Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Rh,Rh Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Te,Te Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Pt,Pt Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Cal Check,,,,,,
1456,10/04/2019 13:01,Supervisor,LST12,Q,Q,Q,GeoExploration,Oxide3phase,27,,0,,0,,0,< LOD,1.7224,3.039,0.5635,18.1253,0.5581,0.1036,0.0371,2.5325,0.0679,0.1207,0.0343,1.9667,0.0382,12.3326,0.0822,0.1309,0.0112,< LOD,0.0189,< LOD,0.0078,0.0125,0.0088,2.5392,0.0586,< LOD,0.008,< LOD,0.0018,< LOD,0.0012,< LOD,0.0009,< LOD,0.001,< LOD,0.0013,< LOD,0.0004,0.0034,0.001,0.0309,0.003,< LOD,0.0012,0.0032,0.0024,< LOD,0.0034,< LOD,0.0025,< LOD,0.0024,< LOD,0.002,< LOD,0.0046,< LOD,0.0093,< LOD,0.0028,< LOD,0.0136,< LOD,0.029,< LOD,0.0341,< LOD,0.0442,< LOD,0.0038,< LOD,0.008,< LOD,0.0026,< LOD,0.0014,< LOD,0.0016,0.0039,0.0024,< LOD,0.0016,< LOD,0.0018,< LOD,0.0036,Passed,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P,P Err,S,S Err,Cl,Cl Err,K2O,K2O Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ga,Ga Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Rh,Rh Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Te,Te Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Cal Check,,,,,,,,
1457,10/04/2019 13:02,Supervisor,LST12,Q,Q,Q,GeoExploration,Oxide3phase,27,,0,,0,,0,1.7842,1.2604,< LOD,0.3445,7.1456,0.3344,< LOD,0.0175,0.4952,0.0313,< LOD,0.0261,0.878,0.024,2.4508,0.0352,0.0514,0.0078,< LOD,0.0106,< LOD,0.0035,< LOD,0.0039,0.7586,0.0281,< LOD,0.0044,< LOD,0.0025,< LOD,0.0015,0.0019,0.0013,< LOD,0.0016,< LOD,0.0016,< LOD,0.0002,0.0055,0.0017,0.0086,0.0017,< LOD,0.0011,< LOD,0.0021,< LOD,0.0025,< LOD,0.0019,< LOD,0.0017,< LOD,0.0029,< LOD,0.0069,< LOD,0.0058,< LOD,0.0042,< LOD,0.0267,< LOD,0.0415,0.0559,0.0522,< LOD,0.0358,< LOD,0.0025,< LOD,0.0134,< LOD,0.0011,< LOD,0.0018,< LOD,0.0029,< LOD,0.0065,< LOD,0.0015,< LOD,0.003,Passed,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P,P Err,S,S Err,Cl,Cl Err,K2O,K2O Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ga,Ga Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Rh,Rh Err,Pd,Pd Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Te,Te Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Pt,Pt Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Cal Check,,,,
1458,10/04/2019 13:03,Supervisor,LST12,Q,Q,Q,GeoExploration,Oxide3phase,27,,0,,0,,0,2.1057,1.6831,4.6859,0.5991,23.1059,0.6198,< LOD,0.0253,2.1416,0.0611,0.247,0.0349,2.5388,0.0427,5.5401,0.0542,0.2432,0.0123,< LOD,0.0185,< LOD,0.0072,< LOD,0.0071,1.8198,0.0462,< LOD,0.0069,< LOD,0.0012,< LOD,0.0009,0.0009,0.0007,< LOD,0.0009,< LOD,0.0007,< LOD,0.0004,0.0063,0.001,0.0257,0.0028,< LOD,0.0015,0.0098,0.0029,< LOD,0.0038,< LOD,0.0029,< LOD,0.0029,< LOD,0.0038,< LOD,0.0016,< LOD,0.0035,< LOD,0.0102,< LOD,0.0022,< LOD,0.0125,< LOD,0.0217,< LOD,0.0253,< LOD,0.038,< LOD,0.0047,< LOD,0.0067,< LOD,0.0026,< LOD,0.0015,< LOD,0.0011,0.0022,0.0014,< LOD,0.002,< LOD,0.0019,< LOD,0.0041,Passed,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File #,DateTime,Operator,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P,P Err,S,S Err,Cl,Cl Err,K2O,K2O Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ga,Ga Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Rh,Rh Err,Pd,Pd Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Te,Te Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Pt,Pt Err,Au,Au Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Cal Check
